gauge_id;frac_forest;lai_max;lai_diff;gvf_max;gvf_diff;dom_land_cover_frac;dom_land_cover;root_depth_50;root_depth_99
01013500;0.9063;4.1673039455613;3.34073185949204;0.804567420071824;0.37164816263051;0.883451918625571;    Mixed Forests;;
01333000;0.9844;5.01056216819435;4.42414719479339;0.894909590269828;0.519146670417232;0.999999999999848;    Deciduous Broadleaf Forest;0.189999999999971;1.9999999999997
02046000;0.9359;5.26438545841656;3.83489455994279;0.869970589825404;0.300671494507184;0.897142303681014;    Mixed Forests;0.242799961257646;2.30742807331271
03010655;0.9918;4.94954183266703;4.38736859716443;0.88708771838425;0.525444263745692;0.937642883890603;    Deciduous Broadleaf Forest;0.189376428838893;1.96882144194519
03439000;0.9948;4.92221460432667;4.17676619459093;0.882489602583882;0.420307201189919;0.639075079030488;    Mixed Forests;0.228344504741812;2.25563003161201
04015330;0.9911;5.23756966014679;4.6162508137291;0.877813651845106;0.488353014311646;0.981064079062165;    Mixed Forests;;
05057200;0.0165;2.06940655556139;1.87929381514654;0.674540246084416;0.544824415991078;0.99999999999988;    Croplands;0.179999999999978;1.49999999999982
05291000;0.0059;2.15290652311635;1.91264892176577;0.69275448393126;0.513102972179959;0.999999999999895;    Croplands;0.179999999999981;1.49999999999984
06221400;0.297;0.571416671083167;0.422711459543106;0.247970307662283;0.122424104506462;0.999999999999872;    Grasslands;0.119999999999985;1.49999999999981
07057500;0.584;4.09228094379476;3.51462364469783;0.808381133293666;0.432314136422029;0.472710975480794;    cropland/natural vegetation mosaic;0.17881836794751;1.71754078156178
07291000;0.9777;5.18817670710889;3.50972920311137;0.846542503064599;0.198569404747183;0.897761055218611;    Mixed Forests;0.240798494969669;2.32843273865296
08023080;0.8629;4.18630516918353;2.94563576946234;0.780328250341573;0.236945374423988;0.854248723489598;    Woody Savannas;0.173117614885906;1.80202589355699
08267500;0.7348;1.64966779471623;0.95810094237629;0.587627751234368;0.203211590206167;0.609456811647502;    Evergreen Needleleaf Forest;0.150472840582364;1.68283704349411
09035900;0.6008;1.4526745817022;1.00181364768637;0.531989429411163;0.22374138668006;0.702390210416268;    Grasslands;0.134880489479179;1.58928293687503
09386900;0.3012;1.01451900413024;0.497994544953751;0.414352940877652;0.0999160403285754;0.428096937544555;    Grasslands;0.149492370029029;1.84596348206989
10234500;0.3513;1.54501278215626;0.86661014848995;0.557826857033383;0.158318701678768;0.564948045423182;    Evergreen Needleleaf Forest;0.151903417718611;1.68551366775484
10259000;0.5081;0.824071840064609;0.324730423782019;0.367999884537156;0.0600560048781903;0.518736344720657;    Woody Savannas;0.179250546211142;2.37376911739058
12010000;0.9981;4.32923672056907;2.3695397252836;0.860577260873547;0.133434078670953;0.607243027914203;    Evergreen Needleleaf Forest;0.201420557766845;2.0356541832513
