gauge_id;soil_depth_pelletier;soil_depth_statsgo;soil_porosity;soil_conductivity;max_water_content;sand_frac;silt_frac;clay_frac;water_frac;organic_frac;other_frac
01013500;7.40476190476191;1.24840792462702;0.461148751156712;1.10652247617283;0.558054827184396;27.8418272885233;55.1569400320784;16.2757317233653;5.37669779045723;0.40871676450827;0.0
01333000;2.83783783783784;0.894269489171616;0.445119707829219;1.54210093538668;0.38436597504398;38.4417293349591;47.1665154432056;14.3055040949683;0.0;0.0;0.0
02046000;1.18181818181818;1.50000001490116;0.450134176202021;0.862138597347591;0.645465346637652;30.8957961249447;16.9619709076376;29.7129548663708;0.0;0.0;0.0
03010655;1.16222760290557;1.45217683344916;0.452477893277496;1.26116181823514;0.622442372428468;31.9837179473669;49.0567703687615;15.8940168712289;0.0;0.0;3.16028537795973
03439000;1.01538461538462;1.30123279044286;0.435561320403406;1.61974057491564;0.554687516504871;43.5594388940534;35.9415686811856;20.4980442352377;0.0;0.0;0.0
04015330;16.4822335025381;1.48200060324337;0.439664675099197;0.906316338044164;0.645931610559848;35.8461190243266;29.0474313213765;32.7614458754766;0.0;0.0;2.18546816941457
05057200;48.8357251908397;1.50000001490115;0.435048165374018;1.71366620690078;0.610203039539412;42.2770144806095;36.2352750295391;16.4999645125829;0.0;0.0;4.96563975892276
05291000;38.6225988700565;1.50000001490116;0.444663198647977;1.10596915919126;0.646622054149042;34.8452394034957;35.893972164257;26.1177052679846;0.213511562120734;0.0;3.13600012461218
06221400;0.589041095890411;1.10536387634116;0.425165486136872;2.07249277929812;0.431627462176282;46.6499751825471;27.5963727625373;15.467266657022;0.0;0.0;99.3776717583745
07057500;2.4036312849162;1.37681043745094;0.466882661143019;0.671972225420409;0.647374669327386;18.8464372470434;46.1120895023811;30.6902647734603;0.0;0.0;0.0
07291000;29.1597633136095;1.50000001490116;0.4512923892265;1.13357435789898;0.673279391383912;32.3408958706276;46.6288646374359;21.0365909113784;0.0;0.0;0.0
08023080;8.28070175438597;1.50000001490116;0.450090693896945;0.962698533471936;0.683067168114119;31.5429652264962;41.0210090428233;27.346744544404;0.0;0.0;0.0
08267500;0.496644295302013;1.50000001490116;0.461550230048576;0.774957320640996;0.71103906465273;23.4266528319004;49.1773487772255;27.3028161001188;0.0;0.0;0.0931822907555158
09035900;0.564102564102564;1.50000001490116;0.422208424076688;2.63820661375848;0.403339469193951;37.7290544813856;21.8930152697754;7.68900752696173;0.0;0.0;32.7930932629949
09386900;1.07194244604317;1.26272518501019;0.435135781366059;1.41665446876957;0.543093025216412;41.9396644570458;32.3836417426919;23.6991627173219;0.0;0.0;2.27203381088535
10234500;0.60387811634349;1.49387578692069;0.434532450371639;1.68895053996966;0.636696788575998;44.3581751823118;35.7666950866112;19.5741195618407;0.0;0.0;0.340115949953932
10259000;0.631578947368421;0.460248617961698;0.412810310390347;3.2892797712624;0.086602243342467;24.5688826575353;9.40477634739433;3.38087996787927;0.0;0.0;66.5783500662067
12010000;1.19028340080972;1.50000001490115;0.463452365702812;0.883729661869907;0.656735632497807;22.720363225905;51.4278523855114;21.0458294571188;0.0;0.0;4.75781962282891
